"","Month","Wood Energy Production","Biofuels Production","Total Biomass Energy Production","Total Renewable Energy Production","Hydroelectric Power Consumption","Geothermal Energy Consumption","Solar Energy Consumption","Wind Energy Consumption","Wood Energy Consumption","Waste Energy Consumption","Biofuels Consumption","Total Biomass Energy Consumption","Total Renewable Energy Consumption"
"26",1975-02-01,114.829,"Not Available",114.942,198.008,82.404,0.662,"Not Available","Not Available",114.829,0.113,"Not Available",114.942,198.008
"27",1975-03-01,127.127,"Not Available",127.251,224.384,96.386,0.747,"Not Available","Not Available",127.127,0.124,"Not Available",127.251,224.384
"28",1975-04-01,123.022,"Not Available",123.139,215.679,91.791,0.748,"Not Available","Not Available",123.022,0.117,"Not Available",123.139,215.679
"29",1975-05-01,127.13,"Not Available",127.303,223.695,95.581,0.812,"Not Available","Not Available",127.13,0.173,"Not Available",127.303,223.695
"30",1975-06-01,123.048,"Not Available",123.241,217.798,93.55,1.007,"Not Available","Not Available",123.048,0.193,"Not Available",123.241,217.798
"31",1975-07-01,127.125,"Not Available",127.288,216.202,87.9,1.013,"Not Available","Not Available",127.125,0.163,"Not Available",127.288,216.202
"32",1975-08-01,127.136,"Not Available",127.321,206.312,77.892,1.099,"Not Available","Not Available",127.136,0.185,"Not Available",127.321,206.312
"33",1975-09-01,123.052,"Not Available",123.21,194.934,70.756,0.969,"Not Available","Not Available",123.052,0.158,"Not Available",123.21,194.934
"34",1975-10-01,127.151,"Not Available",127.312,206.489,78.06,1.117,"Not Available","Not Available",127.151,0.161,"Not Available",127.312,206.489
"35",1975-11-01,123.039,"Not Available",123.18,208.436,84.171,1.085,"Not Available","Not Available",123.039,0.141,"Not Available",123.18,208.436
"36",1975-12-01,127.138,"Not Available",127.277,217.911,89.51,1.124,"Not Available","Not Available",127.138,0.138,"Not Available",127.277,217.911
"37",1976-01-01,144.91,"Not Available",145.049,236.073,89.904,1.119,"Not Available","Not Available",144.91,0.14,"Not Available",145.049,236.073
"38",1976-02-01,135.559,"Not Available",135.695,221.374,84.626,1.053,"Not Available","Not Available",135.559,0.136,"Not Available",135.695,221.374
"39",1976-03-01,144.914,"Not Available",145.051,237.807,91.629,1.127,"Not Available","Not Available",144.914,0.137,"Not Available",145.051,237.807
"40",1976-04-01,140.237,"Not Available",140.363,224.756,83.378,1.015,"Not Available","Not Available",140.237,0.126,"Not Available",140.363,224.756
"41",1976-05-01,144.913,"Not Available",145.047,234.082,88.065,0.97,"Not Available","Not Available",144.913,0.134,"Not Available",145.047,234.082
"42",1976-06-01,140.244,"Not Available",140.405,229.595,88.182,1.008,"Not Available","Not Available",140.244,0.161,"Not Available",140.405,229.595
"43",1976-07-01,144.898,"Not Available",145.088,235.984,89.807,1.089,"Not Available","Not Available",144.898,0.19,"Not Available",145.088,235.984
"44",1976-08-01,144.918,"Not Available",145.11,228.336,82.153,1.072,"Not Available","Not Available",144.918,0.192,"Not Available",145.11,228.336
"45",1976-09-01,140.271,"Not Available",140.436,211.665,70.186,1.044,"Not Available","Not Available",140.271,0.165,"Not Available",140.436,211.665
"46",1976-10-01,144.94,"Not Available",145.114,218.818,72.69,1.014,"Not Available","Not Available",144.94,0.174,"Not Available",145.114,218.818
"47",1976-11-01,140.481,"Not Available",140.651,209.968,68.463,0.854,"Not Available","Not Available",140.481,0.171,"Not Available",140.651,209.968
"48",1976-12-01,145.201,"Not Available",145.364,216.239,69.9,0.975,"Not Available","Not Available",145.201,0.163,"Not Available",145.364,216.239
"49",1977-01-01,156.074,"Not Available",156.22,228.907,71.63,1.057,"Not Available","Not Available",156.074,0.146,"Not Available",156.22,228.907
"50",1977-02-01,141.046,"Not Available",141.176,194.523,52.424,0.923,"Not Available","Not Available",141.046,0.13,"Not Available",141.176,194.523
"51",1977-03-01,156.072,"Not Available",156.217,225.781,68.518,1.046,"Not Available","Not Available",156.072,0.146,"Not Available",156.217,225.781
"52",1977-04-01,151.013,"Not Available",151.161,216.602,64.508,0.933,"Not Available","Not Available",151.013,0.148,"Not Available",151.161,216.602
"53",1977-05-01,156.032,"Not Available",156.186,221.823,64.629,1.007,"Not Available","Not Available",156.032,0.155,"Not Available",156.186,221.823
"54",1977-06-01,150.997,"Not Available",151.153,211.752,59.609,0.991,"Not Available","Not Available",150.997,0.156,"Not Available",151.153,211.752
"55",1977-07-01,155.742,"Not Available",155.92,215.097,58.13,1.048,"Not Available","Not Available",155.742,0.178,"Not Available",155.92,215.097
"56",1977-08-01,155.909,"Not Available",156.081,214.871,57.83,0.96,"Not Available","Not Available",155.909,0.172,"Not Available",156.081,214.871
"57",1977-09-01,150.938,"Not Available",151.11,208.974,56.835,1.028,"Not Available","Not Available",150.938,0.172,"Not Available",151.11,208.974
"58",1977-10-01,155.998,"Not Available",156.172,216.727,59.48,1.075,"Not Available","Not Available",155.998,0.174,"Not Available",156.172,216.727
"59",1977-11-01,150.888,"Not Available",151,222.663,70.583,1.08,"Not Available","Not Available",150.888,0.112,"Not Available",151,222.663
"60",1977-12-01,155.816,"Not Available",155.935,235.754,78.744,1.075,"Not Available","Not Available",155.816,0.119,"Not Available",155.935,235.754
"61",1978-01-01,173.005,"Not Available",173.128,260.677,86.454,1.095,"Not Available","Not Available",173.005,0.123,"Not Available",173.128,260.677
"62",1978-02-01,156.277,"Not Available",156.387,233.933,76.606,0.94,"Not Available","Not Available",156.277,0.11,"Not Available",156.387,233.933
"63",1978-03-01,173.026,"Not Available",173.136,258.863,84.951,0.777,"Not Available","Not Available",173.026,0.11,"Not Available",173.136,258.863
"64",1978-04-01,167.244,"Not Available",167.349,255.285,87.281,0.655,"Not Available","Not Available",167.244,0.105,"Not Available",167.349,255.285
"65",1978-05-01,172.806,"Not Available",172.923,272.691,99.185,0.583,"Not Available","Not Available",172.806,0.117,"Not Available",172.923,272.691
"66",1978-06-01,167.239,"Not Available",167.34,254.703,86.645,0.718,"Not Available","Not Available",167.239,0.101,"Not Available",167.34,254.703
"67",1978-07-01,172.825,"Not Available",172.912,258.056,84.339,0.804,"Not Available","Not Available",172.825,0.087,"Not Available",172.912,258.056
"68",1978-08-01,173.009,"Not Available",173.189,250.652,76.518,0.945,"Not Available","Not Available",173.009,0.18,"Not Available",173.189,250.652
"69",1978-09-01,167.32,"Not Available",167.455,241.494,73.042,0.998,"Not Available","Not Available",167.32,0.134,"Not Available",167.455,241.494
"70",1978-10-01,173.027,"Not Available",173.169,241.095,67.184,0.742,"Not Available","Not Available",173.027,0.142,"Not Available",173.169,241.095
"71",1978-11-01,167.438,"Not Available",167.557,237.214,68.818,0.839,"Not Available","Not Available",167.438,0.12,"Not Available",167.557,237.214
"72",1978-12-01,172.935,"Not Available",173.06,250.285,76.162,1.063,"Not Available","Not Available",172.935,0.126,"Not Available",173.06,250.285
"73",1979-01-01,182.453,"Not Available",182.6,270,86.378,1.021,"Not Available","Not Available",182.453,0.147,"Not Available",182.6,270
"74",1979-02-01,164.927,"Not Available",165.096,239.377,73.446,0.836,"Not Available","Not Available",164.927,0.169,"Not Available",165.096,239.377
"75",1979-03-01,182.64,"Not Available",182.881,273.485,89.483,1.121,"Not Available","Not Available",182.64,0.241,"Not Available",182.881,273.485
"76",1979-04-01,176.707,"Not Available",176.844,265.526,87.645,1.037,"Not Available","Not Available",176.707,0.138,"Not Available",176.844,265.526
"77",1979-05-01,182.561,"Not Available",182.782,283.727,99.903,1.043,"Not Available","Not Available",182.561,0.221,"Not Available",182.782,283.727
"78",1979-06-01,176.662,"Not Available",176.833,264.118,86.23,1.056,"Not Available","Not Available",176.662,0.17,"Not Available",176.833,264.118
"79",1979-07-01,182.536,"Not Available",182.7,262.394,78.573,1.12,"Not Available","Not Available",182.536,0.165,"Not Available",182.7,262.394
"80",1979-08-01,182.638,"Not Available",182.808,257.423,73.393,1.222,"Not Available","Not Available",182.638,0.17,"Not Available",182.808,257.423
"81",1979-09-01,176.766,"Not Available",176.891,243.468,65.516,1.06,"Not Available","Not Available",176.766,0.125,"Not Available",176.891,243.468
"82",1979-10-01,182.63,"Not Available",182.752,253.559,69.619,1.189,"Not Available","Not Available",182.63,0.121,"Not Available",182.752,253.559
"83",1979-11-01,176.767,"Not Available",176.949,255.317,77.213,1.155,"Not Available","Not Available",176.767,0.182,"Not Available",176.949,255.317
"84",1979-12-01,182.568,"Not Available",182.77,262.637,78.457,1.409,"Not Available","Not Available",182.568,0.202,"Not Available",182.77,262.637
"85",1980-01-01,209.613,"Not Available",209.829,298.221,87.244,1.148,"Not Available","Not Available",209.613,0.216,"Not Available",209.829,298.221
"86",1980-02-01,196.117,"Not Available",196.31,271.194,73.781,1.103,"Not Available","Not Available",196.117,0.193,"Not Available",196.31,271.194
"87",1980-03-01,209.598,"Not Available",209.727,294.931,83.978,1.225,"Not Available","Not Available",209.598,0.129,"Not Available",209.727,294.931
"88",1980-04-01,202.768,"Not Available",202.894,293.043,88.865,1.284,"Not Available","Not Available",202.768,0.127,"Not Available",202.894,293.043
"89",1980-05-01,209.394,"Not Available",209.548,310.682,99.622,1.512,"Not Available","Not Available",209.394,0.154,"Not Available",209.548,310.682
"90",1980-06-01,202.609,"Not Available",202.723,299.633,95.451,1.459,"Not Available","Not Available",202.609,0.114,"Not Available",202.723,299.633
"91",1980-07-01,209.449,"Not Available",209.554,295.537,84.448,1.534,"Not Available","Not Available",209.449,0.106,"Not Available",209.554,295.537
"92",1980-08-01,209.544,"Not Available",209.675,281.831,70.517,1.639,"Not Available","Not Available",209.544,0.131,"Not Available",209.675,281.831
"93",1980-09-01,202.79,"Not Available",202.905,268.204,63.819,1.48,"Not Available","Not Available",202.79,0.115,"Not Available",202.905,268.204
"94",1980-10-01,209.602,"Not Available",209.717,273.058,61.661,1.681,"Not Available","Not Available",209.602,0.115,"Not Available",209.717,273.058
"95",1980-11-01,202.831,"Not Available",202.945,270.913,66.325,1.643,"Not Available","Not Available",202.831,0.114,"Not Available",202.945,270.913
"96",1980-12-01,209.546,"Not Available",209.671,288.131,76.858,1.602,"Not Available","Not Available",209.546,0.125,"Not Available",209.671,288.131
"97",1981-01-01,211.988,"1.08",220.544,299.483,77.214,1.725,"Not Available","Not Available",211.988,7.476,"1.08",220.544,299.483
"98",1981-02-01,191.528,"0.976",199.248,273.604,72.83,1.525,"Not Available","Not Available",191.528,6.744,"0.976",199.248,273.604
"99",1981-03-01,212.042,"1.08",220.595,293.454,71.15,1.71,"Not Available","Not Available",212.042,7.472,"1.08",220.595,293.454
"100",1981-04-01,205.195,"1.045",213.467,286.764,71.718,1.579,"Not Available","Not Available",205.195,7.226,"1.045",213.467,286.764
"101",1981-05-01,211.883,"1.08",220.433,305.297,83.301,1.564,"Not Available","Not Available",211.883,7.469,"1.08",220.433,305.297
"102",1981-06-01,204.976,"1.045",213.237,305.86,91.061,1.561,"Not Available","Not Available",204.976,7.216,"1.045",213.237,305.86
"103",1981-07-01,211.838,"1.08",220.392,308.821,86.714,1.716,"Not Available","Not Available",211.838,7.473,"1.08",220.392,308.821
"104",1981-08-01,211.846,"1.08",220.428,296.678,74.556,1.695,"Not Available","Not Available",211.846,7.501,"1.08",220.428,296.678
"105",1981-09-01,205.148,"1.045",213.48,276.72,61.534,1.705,"Not Available","Not Available",205.148,7.287,"1.045",213.48,276.72
"106",1981-10-01,212.004,"1.08",220.581,284.684,62.42,1.682,"Not Available","Not Available",212.004,7.497,"1.08",220.581,284.684
"107",1981-11-01,205.166,"1.045",213.437,280.364,65.459,1.468,"Not Available","Not Available",205.166,7.226,"1.045",213.437,280.364
"108",1981-12-01,211.948,"1.08",220.44,304.193,82.279,1.473,"Not Available","Not Available",211.948,7.412,"1.08",220.44,304.193
"109",1982-01-01,213.205,"2.922",226.251,320.311,92.763,1.297,"Not Available","Not Available",213.205,10.124,"2.922",226.251,320.311
"110",1982-02-01,192.598,"2.639",204.375,297.475,91.907,1.193,"Not Available","Not Available",192.598,9.137,"2.639",204.375,297.475
"111",1982-03-01,213.132,"2.922",226.157,330.131,102.924,1.051,"Not Available","Not Available",213.132,10.103,"2.922",226.157,330.131
"112",1982-04-01,206.24,"2.828",218.821,316.183,96.303,1.06,"Not Available","Not Available",206.24,9.753,"2.828",218.821,316.183
"113",1982-05-01,213.101,"2.922",226.135,323.939,96.572,1.231,"Not Available","Not Available",213.101,10.112,"2.922",226.135,323.939
"114",1982-06-01,206.255,"2.828",218.866,316.816,96.463,1.487,"Not Available","Not Available",206.255,9.784,"2.828",218.866,316.816
"115",1982-07-01,213.146,"2.922",226.202,321.854,94.087,1.564,"Not Available","Not Available",213.146,10.135,"2.922",226.202,321.854
"116",1982-08-01,213.158,"2.922",226.168,310.059,82.333,1.559,"Not Available","Not Available",213.158,10.087,"2.922",226.168,310.059
"117",1982-09-01,206.364,"2.828",218.947,289.054,68.612,1.495,"Not Available","Not Available",206.364,9.755,"2.828",218.947,289.054
"118",1982-10-01,213.332,"2.922",226.373,296.056,68.091,1.592,"Not Available","Not Available",213.332,10.119,"2.922",226.373,296.056
"119",1982-11-01,206.347,"2.828",218.948,300.864,80.245,1.672,"Not Available","Not Available",206.347,9.772,"2.828",218.948,300.864
"120",1982-12-01,213.17,"2.922",226.21,323.054,95.522,1.323,"Not Available","Not Available",213.17,10.118,"2.922",226.21,323.054
"121",1983-01-01,227.926,"5.363",246.575,348.969,100.743,1.65,"Not Available","0.001",227.926,13.286,"5.363",246.575,348.969
"122",1983-02-01,205.87,"4.844",222.738,320.213,96.206,1.269,"Not Available","0",205.87,12.023,"4.844",222.738,320.213
"123",1983-03-01,227.938,"5.363",246.61,352.422,104.348,1.463,"Not Available","0.001",227.938,13.309,"5.363",246.61,352.422
"124",1983-04-01,220.561,"5.19",238.625,343.331,103.334,1.371,"Not Available","0.001",220.561,12.875,"5.19",238.625,343.331
"125",1983-05-01,227.897,"5.363",246.647,355.33,107.568,1.114,"Not Available","0.001",227.897,13.387,"5.363",246.647,355.33
"126",1983-06-01,220.582,"5.19",238.736,346.012,105.81,1.465,"Not Available","0.001",220.582,12.964,"5.19",238.736,346.012
"127",1983-07-01,227.933,"5.363",246.651,345.359,96.883,1.825,"Not Available","0",227.933,13.354,"5.363",246.651,345.359
"128",1983-08-01,227.978,"5.363",246.695,338.025,88.929,2.401,"Not Available","0",227.978,13.354,"5.363",246.695,338.025
"129",1983-09-01,220.641,"5.19",238.755,315.758,74.808,2.194,"Not Available","0.001",220.641,12.924,"5.19",238.755,315.758
"130",1983-10-01,228.031,"5.363",246.732,320.524,71.491,2.3,"Not Available","0.002",228.031,13.338,"5.363",246.732,320.524
"131",1983-11-01,220.719,"5.19",238.78,325.785,84.956,2.047,"Not Available","0.001",220.719,12.872,"5.19",238.78,325.785
"132",1983-12-01,228.194,"5.363",246.871,357.437,108.936,1.63,"Not Available","0",228.194,13.314,"5.363",246.871,357.437
"133",1984-01-01,227.551,"6.547",251.483,355.607,102.459,1.665,"0","0",227.551,17.385,"6.547",251.483,355.607
"134",1984-02-01,212.673,"6.125",235.169,333.238,96.034,2.034,"0","0.001",212.673,16.371,"6.125",235.169,333.238
"135",1984-03-01,227.378,"6.547",251.529,358.566,104.801,2.235,"0.001","0.001",227.378,17.603,"6.547",251.529,358.566
"136",1984-04-01,219.904,"6.336",243.277,348.756,103.27,2.205,"0.001","0.002",219.904,17.037,"6.336",243.277,348.756
"137",1984-05-01,227.242,"6.547",251.408,363.212,109.683,2.115,"0.002","0.003",227.242,17.619,"6.547",251.408,363.212
"138",1984-06-01,219.914,"6.336",243.303,344.623,99.261,2.053,"0.003","0.002",219.914,17.053,"6.336",243.303,344.623
"139",1984-07-01,227.458,"6.547",251.632,348.366,94.772,1.96,"0.001","0.002",227.458,17.627,"6.547",251.632,348.366
"140",1984-08-01,227.481,"6.547",251.638,340.669,86.573,2.454,"0.003","0.001",227.481,17.61,"6.547",251.638,340.669
"141",1984-09-01,220.21,"6.336",243.596,317.887,72.076,2.21,"0.003","0.002",220.21,17.049,"6.336",243.596,317.887
"142",1984-10-01,227.64,"6.547",251.974,326.373,71.968,2.426,"0.002","0.003",227.64,17.786,"6.547",251.974,326.373
"143",1984-11-01,220.555,"6.336",244.068,323.172,76.704,2.396,"0.001","0.003",220.555,17.177,"6.336",244.068,323.172
"144",1984-12-01,227.811,"6.547",252.042,343.652,88.949,2.656,"0","0.004",227.811,17.684,"6.547",252.042,343.652
"145",1985-01-01,228.394,"7.911",256.315,353.933,94.973,2.641,"0.002","0.002",228.394,20.009,"7.911",256.315,353.933
"146",1985-02-01,206.294,"7.146",231.512,323.067,89.219,2.332,"0","0.004",206.294,18.072,"7.146",231.512,323.067
"147",1985-03-01,228.374,"7.911",256.336,344.083,85.029,2.715,"0","0.002",228.374,20.05,"7.911",256.336,344.083
"148",1985-04-01,220.463,"7.656",247.599,334.259,84.276,2.378,"0.004","0.002",220.463,19.48,"7.656",247.599,334.259
"149",1985-05-01,227.858,"7.911",255.881,349.644,91.284,2.473,"0.005","0.001",227.858,20.111,"7.911",255.881,349.644
"150",1985-06-01,220.471,"7.656",247.643,332.457,82.425,2.382,"0.005","0.001",220.471,19.517,"7.656",247.643,332.457
"151",1985-07-01,228.091,"7.911",256.159,332.393,73.612,2.619,"0.004","0",228.091,20.156,"7.911",256.159,332.393
"152",1985-08-01,228.276,"7.911",256.301,328.026,68.98,2.737,"0.007","0.001",228.276,20.113,"7.911",256.301,328.026
"153",1985-09-01,221.006,"7.656",247.997,315.367,64.761,2.602,"0.005","0.003",221.006,19.334,"7.656",247.997,315.367
"154",1985-10-01,228.287,"7.911",256.175,327.776,69.105,2.491,"0.003","0.002",228.287,19.977,"7.911",256.175,327.776
"155",1985-11-01,220.962,"7.656",248.07,330.222,79.075,3.075,"0.001","0.001",220.962,19.452,"7.656",248.07,330.222
"156",1985-12-01,228.29,"7.911",256.246,346.947,87.328,3.372,"0.001","0",228.29,20.044,"7.911",256.246,346.947
"157",1986-01-01,217.84,"9.096",249.178,326.552,73.934,3.438,"0.002","0.001",217.84,22.242,"9.096",249.178,326.552
"158",1986-02-01,196.536,"8.216",224.922,307.952,80.075,2.953,"0.002","0.001",196.536,20.171,"8.216",224.922,307.952
"159",1986-03-01,217.379,"9.096",248.837,349.995,98.081,3.071,"0.003","0.002",217.379,22.362,"9.096",248.837,349.995
"160",1986-04-01,210.372,"8.803",240.788,338.487,94.922,2.769,"0.005","0.002",210.372,21.613,"8.803",240.788,338.487
"161",1986-05-01,217.424,"9.096",248.822,345.587,93.958,2.798,"0.006","0.003",217.424,22.302,"9.096",248.822,345.587
"162",1986-06-01,210.444,"8.803",240.837,334.442,90.562,3.036,"0.005","0.002",210.444,21.591,"8.803",240.837,334.442
"163",1986-07-01,217.598,"9.096",249.011,335.334,83.094,3.221,"0.006","0.002",217.598,22.317,"9.096",249.011,335.334
"164",1986-08-01,217.76,"9.096",249.176,325.501,73.104,3.214,"0.006","0.002",217.76,22.32,"9.096",249.176,325.501
"165",1986-09-01,210.699,"8.803",241.074,316.539,72.767,2.693,"0.005","0",210.699,21.572,"8.803",241.074,316.539
"166",1986-10-01,217.574,"9.096",248.974,325.125,73.498,2.647,"0.004","0.001",217.574,22.304,"9.096",248.974,325.125
"167",1986-11-01,210.647,"8.803",241.122,323.172,79.755,2.291,"0.003","0",210.647,21.673,"8.803",241.122,323.172
"168",1986-12-01,217.863,"9.096",249.352,341.787,89.397,3.038,"0.001","0",217.863,22.393,"9.096",249.352,341.787
"169",1987-01-01,209.176,"10.423",244.137,334.89,87.702,3.051,"0","0",209.176,24.537,"10.423",244.137,334.89
"170",1987-02-01,188.924,"9.415",220.511,296.606,73.264,2.829,"0.002","0",188.924,22.172,"9.415",220.511,296.606
"171",1987-03-01,209.117,"10.423",244.157,327.541,80.279,3.102,"0.003","0",209.117,24.616,"10.423",244.157,327.541
"172",1987-04-01,202.254,"10.087",236.139,315.231,76.163,2.924,"0.004","0",202.254,23.798,"10.087",236.139,315.231
"173",1987-05-01,208.99,"10.423",244.007,330.797,83.712,3.072,"0.004","0.001",208.99,24.593,"10.423",244.007,330.797
"174",1987-06-01,202.596,"10.087",236.522,311.957,72.271,3.155,"0.006","0.003",202.596,23.839,"10.087",236.522,311.957
"175",1987-07-01,209.335,"10.423",244.359,317.495,69.864,3.262,"0.006","0.004",209.335,24.601,"10.423",244.359,317.495
"176",1987-08-01,209.365,"10.423",244.396,311.395,63.744,3.25,"0.004","0.001",209.365,24.608,"10.423",244.396,311.395
"177",1987-09-01,202.52,"10.087",236.298,302.09,62.756,3.032,"0.003","0.001",202.52,23.691,"10.087",236.298,302.09
"178",1987-10-01,209.112,"10.423",244.059,309.095,61.964,3.07,"0.002","0",209.112,24.523,"10.423",244.059,309.095
"179",1987-11-01,202.462,"10.087",236.197,297.439,58.272,2.968,"0.001","0",202.462,23.648,"10.087",236.197,297.439
"180",1987-12-01,209.308,"10.423",244.104,319.908,72.753,3.049,"0.001","0.001",209.308,24.373,"10.423",244.104,319.908
"181",1988-01-01,218.368,"10.508",255.331,334.583,76.171,3.078,"0.002","0.002",218.368,26.455,"10.508",255.331,334.583
"182",1988-02-01,204.246,"9.83",238.853,307.533,66.029,2.648,"0.003","0",204.246,24.778,"9.83",238.853,307.533
"183",1988-03-01,218.351,"10.508",255.385,326.015,67.539,3.087,"0.004","0",218.351,26.526,"10.508",255.385,326.015
"184",1988-04-01,211.122,"10.169",247.241,316.232,66.195,2.794,"0.002","0",211.122,25.95,"10.169",247.241,316.232
"185",1988-05-01,217.825,"10.508",255.188,331.539,73.601,2.747,"0.004","0",217.825,26.855,"10.508",255.188,331.539
"186",1988-06-01,211.242,"10.169",247.34,315.603,65.346,2.913,"0.005","0",211.242,25.929,"10.169",247.34,315.603
"187",1988-07-01,218.272,"10.508",255.582,317.391,58.636,3.169,"0.004","0",218.272,26.802,"10.508",255.582,317.391
"188",1988-08-01,218.415,"10.508",255.815,315.766,56.923,3.024,"0.004","0",218.415,26.893,"10.508",255.815,315.766
"189",1988-09-01,211.218,"10.169",247.357,306.5,56.241,2.899,"0.003","0",211.218,25.97,"10.169",247.357,306.5
"190",1988-10-01,218.198,"10.508",255.517,310.737,52.265,2.954,"0","0",218.198,26.811,"10.508",255.517,310.737
"191",1988-11-01,211.191,"10.169",247.096,313.792,63.762,2.933,"0","0",211.191,25.737,"10.169",247.096,313.792
"192",1988-12-01,218.215,"10.508",255.345,326.992,68.748,2.898,"0","0",218.215,26.623,"10.508",255.345,326.992
"193",1989-01-01,231.17,"10.649",266.572,348.321,73.277,5.154,"2.821","0.497",231.17,24.753,"10.649",266.572,348.321
"194",1989-02-01,211.272,"9.618",243.927,317.572,65.188,4.654,"3.041","0.763",211.272,23.037,"9.618",243.927,317.572
"195",1989-03-01,236.6,"10.649",268.315,358.115,79.268,5.438,"4.22","0.873",236.6,21.067,"10.649",268.315,358.115
"196",1989-04-01,218.29,"10.305",251.946,346.511,84.295,4.797,"4.66","0.812",218.29,23.351,"10.305",251.946,346.511
"197",1989-05-01,200.711,"10.649",241.235,350.304,98.2,5.064,"5.109","0.697",200.711,29.876,"10.649",241.235,350.304
"198",1989-06-01,208.439,"10.305",248.447,349.753,90.614,4.984,"5.175","0.534",208.439,29.704,"10.305",248.447,349.753
"199",1989-07-01,217.404,"10.649",261.318,351.72,79.373,5.069,"5.476","0.485",217.404,33.265,"10.649",261.318,351.72
"200",1989-08-01,234.088,"10.649",276.985,358.32,70.675,4.919,"5.389","0.352",234.088,32.249,"10.649",276.985,358.32
"201",1989-09-01,220.479,"10.305",264.811,341.553,66.237,4.609,"4.941","0.956",220.479,34.027,"10.305",264.811,341.553
"202",1989-10-01,230.492,"10.649",276.462,356.682,70.285,4.835,"4.501","0.599",230.492,35.321,"10.649",276.462,356.682
"203",1989-11-01,231.613,"10.305",276.819,359.731,74.172,4.623,"3.697","0.419",231.613,34.901,"10.305",276.819,359.731
"204",1989-12-01,239.066,"10.649",282.52,367.555,76.402,4.948,"3.465","0.219",239.066,32.806,"10.649",282.52,367.555
